time,bidPrice,offerPrice,bidQty,offerQty
0,100.15,100.25,79,52
1,100.15,100.25,60,94
2,100.25,100.35,90,78
3,100.45,100.55,52,58
4,100.65,100.75,71,77
5,100.55,100.65,63,71
6,100.65,100.75,97,59
7,100.65,100.75,66,92
8,100.65,100.75,90,81
9,100.65,100.75,52,61
10,100.65,100.75,59,53
11,100.75,100.85,60,56
12,100.85,100.95,83,98
13,100.85,100.95,94,67
14,100.85,100.95,93,81
15,100.85,100.95,81,97
16,100.95,101.05,60,68
17,100.95,101.05,80,67
18,100.95,101.05,52,89
19,100.85,100.95,84,78
20,100.55,100.65,54,54
21,100.65,100.75,60,88
22,100.75,100.85,51,92
23,100.65,100.75,60,64
24,100.85,100.95,81,90
25,100.65,100.75,59,88
26,100.65,100.75,58,95
27,100.65,100.75,99,86
28,100.75,100.85,56,88
29,100.85,100.95,97,100
30,100.85,100.95,55,54
31,100.85,100.95,53,62
32,100.75,100.85,55,56
33,100.55,100.65,69,86
34,100.55,100.65,69,96
35,100.55,100.65,97,85
36,100.65,100.75,99,97
37,100.75,100.85,96,95
38,100.75,100.85,73,95
39,100.75,100.85,56,70
40,100.65,100.75,50,62
41,100.55,100.65,75,76
42,100.35,100.45,62,57
43,100.55,100.65,77,58
44,100.45,100.55,90,53
45,100.45,100.55,96,70
46,100.35,100.45,89,57
47,100.45,100.55,84,59
48,100.25,100.35,97,84
49,100.25,100.35,54,73
50,100.15,100.25,64,73
51,100.15,100.25,61,68
52,100.05,100.15,67,53
53,99.95,100.05,88,80
54,99.95,100.05,74,68
55,99.95,100.05,93,91
56,99.95,100.05,79,95
57,99.95,100.05,97,84
58,99.85,99.95,96,94
59,99.85,99.95,71,58
60,99.75,99.85,98,63
61,99.75,99.85,81,93
62,99.65,99.75,75,52
63,99.45,99.55,75,70
64,99.40,99.60,83,52
65,99.45,99.55,94,68
66,99.25,99.35,88,89
67,99.35,99.45,60,87
68,99.25,99.35,63,58
69,99.25,99.35,89,71
70,99.35,99.45,90,96
71,99.35,99.45,90,71
72,99.45,99.55,98,60
73,99.35,99.45,94,98
74,99.35,99.45,94,52
75,99.25,99.35,60,69
76,99.15,99.25,61,74
77,99.15,99.25,86,55
78,99.15,99.25,60,71
79,99.15,99.25,89,99
80,99.05,99.15,73,64
81,99.15,99.25,97,76
82,99.25,99.35,69,84
83,99.15,99.25,92,69
84,99.35,99.45,75,82
85,99.55,99.65,61,58
86,99.65,99.75,69,85
87,99.65,99.75,68,87
88,99.55,99.65,88,80
89,99.65,99.75,55,62
90,99.65,99.75,86,64
91,99.75,99.85,89,73
92,99.75,99.85,57,76
93,99.85,99.95,54,67
94,99.85,99.95,58,68
95,99.95,100.05,56,89
96,99.95,100.05,94,91
97,100.15,100.25,80,85
98,100.15,100.25,99,62
99,100.15,100.25,90,94
100,100.35,100.45,55,52
101,100.25,100.35,86,96
102,100.15,100.25,81,81
103,100.25,100.35,72,76
104,100.15,100.25,75,87
105,100.35,100.45,94,60
106,100.35,100.45,60,71
107,100.25,100.35,71,75
108,100.45,100.55,75,84
109,100.55,100.65,75,85
110,100.75,100.85,71,88
111,100.85,100.95,84,78
112,100.75,100.85,59,88
113,100.90,101.10,62,92
114,100.95,101.05,58,94
115,101.05,101.15,98,57
116,101.15,101.25,71,83
117,101.15,101.25,99,78
118,101.15,101.25,99,76
119,101.25,101.35,77,85
120,101.25,101.35,98,54
121,101.15,101.25,69,68
122,101.15,101.25,100,81
123,101.25,101.35,97,82
124,101.15,101.25,62,86
125,101.05,101.35,84,96
126,101.05,101.15,90,97
127,101.25,101.35,92,67
128,101.35,101.45,56,99
129,101.35,101.45,88,56
130,101.25,101.35,54,89
131,101.25,101.35,73,66
132,101.15,101.25,64,71
133,101.15,101.25,69,97
134,101.05,101.15,80,53
135,101.15,101.25,92,92
136,101.15,101.25,59,81
137,101.15,101.25,63,85
