time,bidPrice,offerPrice,bidQty,offerQty
0,100.35,100.45,79,52
1,100.45,100.55,60,94
2,100.65,100.75,90,78
3,101.05,101.15,52,58
4,101.45,101.55,71,77
5,101.25,101.35,63,71
6,101.45,101.55,97,59
7,101.45,101.55,66,92
8,101.45,101.55,90,81
9,101.55,101.65,52,61
10,101.55,101.65,59,53
11,101.85,101.95,60,56
12,101.95,102.05,83,98
13,101.95,102.05,94,67
14,102.05,102.15,93,81
15,102.05,102.15,81,97
16,102.35,102.45,60,68
17,102.25,102.35,80,67
18,102.25,102.35,52,89
19,102.05,102.15,84,78
20,101.55,101.65,54,54
21,101.65,101.75,60,88
22,101.85,101.95,51,92
23,101.65,101.75,60,64
24,102.05,102.15,81,90
25,101.75,101.85,59,88
26,101.75,101.85,58,95
27,101.65,101.75,99,86
28,101.95,102.05,56,88
29,102.25,102.35,97,100
30,102.25,102.35,55,54
31,102.35,102.45,53,62
32,102.15,102.25,55,56
33,101.75,101.85,69,86
34,101.65,101.75,69,96
35,101.65,101.75,97,85
36,101.85,101.95,99,97
37,102.05,102.15,96,95
38,101.95,102.05,73,95
39,101.85,101.95,56,70
40,101.65,101.75,50,62
41,101.35,101.45,75,76
42,100.95,101.05,62,57
43,101.35,101.45,77,58
44,101.25,101.35,90,53
45,101.15,101.25,96,70
46,100.85,100.95,89,57
47,100.95,101.05,84,59
48,100.65,100.75,97,84
49,100.65,100.75,54,73
50,100.45,100.55,64,73
51,100.55,100.65,61,68
52,100.45,100.55,67,53
53,100.25,100.35,88,80
54,100.25,100.35,74,68
55,100.35,100.45,93,91
56,100.35,100.45,79,95
57,100.45,100.55,97,84
58,100.35,100.45,96,94
59,100.25,100.35,71,58
60,100.15,100.25,98,63
61,100.05,100.15,81,93
62,99.85,99.95,75,52
63,99.55,99.65,75,70
64,99.50,99.70,83,52
65,99.45,99.55,94,68
66,99.15,99.25,88,89
67,99.25,99.35,60,87
68,99.05,99.15,63,58
69,99.05,99.15,89,71
70,99.25,99.35,90,96
71,99.25,99.35,90,71
72,99.45,99.55,98,60
73,99.25,99.35,94,98
74,99.35,99.45,94,52
75,99.25,99.35,60,69
76,99.05,99.15,61,74
77,98.95,99.05,86,55
78,98.85,98.95,60,71
79,98.85,98.95,89,99
80,98.65,98.75,73,64
81,98.85,98.95,97,76
82,98.95,99.05,69,84
