time,bidPrice,offerPrice,bidQty,offerQty
0,100.85,100.95,79,52
1,101.05,101.15,60,94
2,101.45,101.55,90,78
3,102.45,102.55,52,58
4,103.25,103.35,71,77
5,102.55,102.65,63,71
6,102.85,102.95,97,59
7,102.65,102.75,66,92
8,102.45,102.55,90,81
9,102.55,102.65,52,61
10,102.45,102.55,59,53
11,103.05,103.15,60,56
12,103.25,103.35,83,98
13,103.15,103.25,94,67
14,103.25,103.35,93,81
15,103.25,103.35,81,97
16,103.85,103.95,60,68
17,103.55,103.65,80,67
18,103.55,103.65,52,89
19,102.95,103.05,84,78
20,101.55,101.65,54,54
21,101.75,101.85,60,88
22,102.05,102.15,51,92
23,101.55,101.65,60,64
24,102.65,102.75,81,90
25,101.75,101.85,59,88
26,101.65,101.75,58,95
27,101.45,101.55,99,86
28,102.15,102.25,56,88
29,102.75,102.85,97,100
30,102.65,102.75,55,54
31,102.75,102.85,53,62
32,102.15,102.25,55,56
33,101.05,101.15,69,86
34,100.85,100.95,69,96
35,100.85,100.95,97,85
36,101.45,101.55,99,97
37,101.95,102.05,96,95
38,101.65,101.75,73,95
39,101.45,101.55,56,70
40,100.85,100.95,50,62
41,100.05,100.15,75,76
42,99.15,99.25,62,57
43,100.15,100.25,77,58
44,99.85,99.95,90,53
45,99.65,99.75,96,70
46,99.05,99.15,89,57
47,99.45,99.55,84,59
48,98.65,98.75,97,84
49,98.65,98.75,54,73
50,98.25,98.35,64,73
51,98.55,98.65,61,68
52,98.35,98.45,67,53
53,97.85,97.95,88,80
54,97.95,98.05,74,68
55,98.25,98.35,93,91
56,98.35,98.45,79,95
57,98.55,98.65,97,84
58,98.35,98.45,96,94
59,98.25,98.35,71,58
60,97.95,98.05,98,63
61,97.85,97.95,81,93
62,97.55,97.65,75,52
63,96.85,96.95,75,70
64,97.00,97.20,83,52
65,96.95,97.05,94,68
66,96.25,96.35,88,89
67,96.65,96.75,60,87
68,96.35,96.45,63,58
69,96.55,96.65,89,71
70,97.05,97.15,90,96
71,97.25,97.35,90,71
72,97.95,98.05,98,60
73,97.45,97.55,94,98
74,97.75,97.85,94,52
75,97.55,97.65,60,69
76,97.25,97.35,61,74
77,97.05,97.15,86,55
78,97.05,97.15,60,71
79,97.25,97.35,89,99
80,96.85,96.95,73,64
81,97.45,97.55,97,76
82,97.85,97.95,69,84
83,97.15,97.25,92,69
84,98.05,98.15,75,82
85,99.05,99.15,61,58
86,99.65,99.75,69,85
87,99.55,99.65,68,87
88,99.05,99.15,88,80
89,99.65,99.75,55,62
90,99.45,99.55,86,64
91,100.05,100.15,89,73
92,100.15,100.25,57,76
93,100.65,100.75,54,67
94,100.75,100.85,58,68
95,101.05,101.15,56,89
96,101.05,101.15,94,91
97,101.85,101.95,80,85
98,101.85,101.95,99,62
99,101.95,102.05,90,94
100,102.75,102.85,55,52
101,101.95,102.05,86,96
102,101.25,101.35,81,81
103,101.65,101.75,72,76
104,100.95,101.05,75,87
105,101.85,101.95,94,60
