time,bidPrice,offerPrice,bidQty,offerQty
0,99.95,100.05,79,52
1,99.95,100.05,60,94
2,99.95,100.05,90,78
3,99.95,100.05,52,58
4,99.95,100.05,71,77
5,99.95,100.05,63,71
6,99.95,100.05,97,59
7,99.95,100.05,66,92
8,99.95,100.05,90,81
9,99.95,100.05,52,61
10,99.95,100.05,59,53
11,99.95,100.05,60,56
12,99.95,100.05,83,98
13,99.95,100.05,94,67
14,99.95,100.05,93,81
15,99.95,100.05,81,97
16,99.95,100.05,60,68
17,99.95,100.05,80,67
18,99.95,100.05,52,89
19,99.95,100.05,84,78
20,99.85,99.95,54,54
21,99.85,99.95,60,88
22,99.85,99.95,51,92
23,99.85,99.95,60,64
24,99.95,100.05,81,90
25,99.95,100.05,59,88
26,99.95,100.05,58,95
27,99.95,100.05,99,86
28,99.95,100.05,56,88
29,99.95,100.05,97,100
30,99.95,100.05,55,54
31,99.95,100.05,53,62
32,99.95,100.05,55,56
33,99.95,100.05,69,86
34,99.95,100.05,69,96
35,99.95,100.05,97,85
36,99.95,100.05,99,97
37,99.95,100.05,96,95
38,99.95,100.05,73,95
39,99.95,100.05,56,70
40,99.95,100.05,50,62
41,99.95,100.05,75,76
42,99.95,100.05,62,57
43,99.95,100.05,77,58
44,99.95,100.05,90,53
45,99.95,100.05,96,70
46,99.95,100.05,89,57
47,99.95,100.05,84,59
48,99.95,100.05,97,84
49,99.95,100.05,54,73
50,99.95,100.05,64,73
51,99.95,100.05,61,68
52,99.95,100.05,67,53
53,99.95,100.05,88,80
54,99.95,100.05,74,68
55,99.95,100.05,93,91
56,99.95,100.05,79,95
57,99.95,100.05,97,84
58,99.95,100.05,96,94
59,99.95,100.05,71,58
60,99.95,100.05,98,63
61,99.95,100.05,81,93
62,99.95,100.05,75,52
63,99.95,100.05,75,70
64,99.90,100.10,83,52
65,99.95,100.05,94,68
66,99.95,100.05,88,89
67,99.95,100.05,60,87
68,99.95,100.05,63,58
69,99.95,100.05,89,71
70,99.95,100.05,90,96
71,99.95,100.05,90,71
72,99.95,100.05,98,60
73,99.95,100.05,94,98
